source_division,name,alliance,cards,source_deck_descriptor,vanilla_deck_name_key,ysmxwifxwto_limited_code,ysmxwifxwto_unlimited_code,vanilla_official_icon_code,ysmxwifxwto_official_icon_code
Descriptor_Deck_Division_RDA_4_MSD_multi,4. MOT.-SCHÜTZEN-DIVISION,PACT,36,Descriptor_Deck_RDA_4_MSD_multi,SGGDGYLPQD,FhLzEaQUQBGgAAAAioAAAAioAAEBBoA0UAuQA0UAuQA0QAr4A0QBewA0cBAoB94AsYB+AAZoAAAAZwAAABqICNUBhIAAEBHgAAABH4AAABHoAAABHoAAEBHYAAEAjAAAEAjAAAEAvIB9wAtICGkBQYAAAAuAB90AaYAAAAhQAAIAsoB+IBfwB90BRAAAEBioAAIBigAAEBSoAAEDXgAAED04AAABjIAAAg==,FhLzGaQUQBGgAAAAioAAAAioAAEBBoA0UAuQA0UAuQA0QAr4A0QBewA0cBAoB94AsYB+AAZoAAAAZwAAABqICNUBhIAAEBHgAAABH4AAABHoAAABHoAAEBHYAAEAjAAAEAjAAAEAvIB9wAtICGkBQYAAAAuAB90AaYAAAAhQAAIAsoB+IBfwB90BRAAAEBioAAIBigAAEBSoAAEDXgAAED04AAABjIAAAg==,FhFmaQTQRoAAAioAACKgAEQaDRQuQNFC5A0QK+DRBewNHECh94LGH4AZoAABnAAAaiI1RhIABEeAAAR+AABHoAAEegAER2AAQjAABCMAAELyH3AtIhpFBgAALgH3QaYAACFAAILKH4hfwfdFEAAEYqAAhigABFKgAE14AAT04AAGMgAAgA==,FhgAAAAGntBG2AAAB5FmaQUQBGgAAAAioAAAAioAAEBBoA0UAuQA0UAuQA0QAr4A0QBewA0cBAoB94AsYB+AAZoAAAAZwAAABqICNUBhIAAEBHgAAABH4AAABHoAAABHoAAEBHYAAEAjAAAEAjAAAEAvIB9wAtICGkBQYAAAAuAB90AaYAAAAhQAAIAsoB+IBfwB90BRAAAEBioAAIBigAAEBSoAAEDXgAAED04AAABjIAAAgA==
Descriptor_Deck_Division_SOV_56_AirAslt_Brig_multi,56-YA OG DESANTNO-SHTURMOVAYA BRIG.,PACT,34,Descriptor_Deck_SOV_56_AirAslt_Brig_multi,VPUGAKJCSA,FhLzEaIUYA9YAAEAMwAAECvYAAEEV4AAIBeIHrUBeQHrUBeQHrUEdgI0EEdoINEEboHo0EboB6IEc4IO0EcoIzUBmQAAEALAAAEBlQAAIEcIAAEEcAAAEEb4AAEEGYAAIEegIMkEEoI4kEeQIO0EbgAAEEH4AAEEeAI1kCTYAAEAKYAAEEEwAAEEeoAAEBIgAAEEAoAAEEZIAAECUIAAAg==,FhLzGaIUYA9YAAEAMwAAECvYAAEEV4AAIBeIHrUBeQHrUBeQHrUEdgI0EEdoINEEboHo0EboB6IEc4IO0EcoIzUBmQAAEALAAAEBlQAAIEcIAAEEcAAAEEb4AAEEGYAAIEegIMkEEoI4kEeQIO0EbgAAEEH4AAEEeAI1kCTYAAEAKYAAEEEwAAEEeoAAEBIgAAEEAoAAEEZIAAECUIAAAg==,FhI3DRCbB6wACBmAAJXsAAorwAELxPWovI9ai8j1qjsRoKO1Boo3T0ajdD0SOdB2o5UZqMyAAIFgAAjKgAEjhAAKOAAAo3wACgzAASPRBkoJUcSjyQdqNwAAoPwACjwRrJJsAAgUwACgmAAKPUAAiRAACgFAAKMkAAkoQAAQ,FhgAAAAGntBG2AAAB5I3DRCjAHrAAAgBmAAAgV7AAAgivAABALxA9agLyA9agLyA9agjsBGggjtBBogjdA9GgjdAPRAjnBB2gjlBGagMyAAAgBYAAAgMqAABAjhAAAgjgAAAgjfAAAggzAABAj0BBkgglBHEgjyBB2gjcAAAgg/AAAgjwBGsgSbAAAgBTAAAggmAAAgj1AAAgJEAAAggFAAAgjJAAAgShAAAEA==
Descriptor_Deck_Division_SOV_6IndMSBrig_multi,6-YA OG MOTOSTRELK. BRIG.,PACT,34,Descriptor_Deck_SOV_6IndMSBrig_multi,IGOVXYAUMV,FhLzEaIUUDYoAAAAMwAAAAMwAAEA0YC0kAcAC0kAcAC0gAbQBn0Be4Bq8ELACiYELICiQCWIB+EA0oAAEBH4AAAAJwAAAAJwAAAAKAAAAAcQBq0AtICGoEBQB7gAKQAAEAKoAAAAboBq0EEwAAEEEwAAEBSQAAEENgAAEENYAAEDSAAAEBm4BogCvYAAACBwAAACvYAAEENwAAAA/YAAAg==,FhLzGaIUUDYoAAAAMwAAAAMwAAEA0YC0kAcAC0kAcAC0gAbQBn0Be4Bq8ELACiYELICiQCWIB+EA0oAAEBH4AAAAJwAAAAJwAAAAKAAAAAcQBq0AtICGoEBQB7gAKQAAEAKoAAAAboBq0EEwAAEEEwAAEBSQAAEENgAAEENYAAEDSAAAEBm4BogCvYAAACBwAAACvYAAEENwAAAA/YAAAg==,FhI2DRCamxQAABmAAAGYAAhoxaSDgFpIOAWkA2gz6L3DV6FgUTIWRRISxD8IaUAAiPwAABOAAAE4AAAUAAADiDVoWkQ1ICg9wBSAAIFUAAA3Q1agmAAKCYAAikgAChsAAKGsAAmkAACM3DRBXsAAEDgAAV7AAKG4AAB+wAAQ,FhgAAAAGntBG2AAAB5I2DRCigbFAAAABmAAAABmAAAgGjAWkgDgAWkgDgAWkADaAM+gL3ANXghYAUTAhZAUSASxAPwgGlAAAgI/AAAABOAAAABOAAAABQAAAADiANWgFpAQ1AgKAPcABSAAAgBVAAAADdANWggmAAAggmAAAgKSAAAghsAAAghrAAAgaQAAAgM3ANEAV7AAAAQOAAAAV7AAAghuAAAAH7AAAEA==
Descriptor_Deck_Division_RDA_7_Panzer_multi,7. PANZERDIVISION,PACT,36,Descriptor_Deck_RDA_7_Panzer_multi,KFGIGDUXXL,FhLzEaQUUBDYAAABGgAAABGgAAEDbQAAEC4AB9wAuYAzwAooAzwArwA0QBewA0YBZoAAIBHwAAEBH4AAEBH4AAEBH4AAEBIAAAEAkAAAEBIIAAEBIIAAEBPIAAIBCIB+AAtICGgAi4AAEBQYAAECTgAAEBRAAAABroB+AAZoAAAAZwAAAAiwAAACYQB9wBGYAAAAhQAAEBQIAAEBSgAAEAnYAAEBDAAAAg==,FhLzGaQUUBDYAAABGgAAABGgAAEDbQAAEC4AB9wAuYAzwAooAzwArwA0QBewA0YBZoAAIBHwAAEBH4AAEBH4AAEBH4AAEBIAAAEAkAAAEBIIAAEBIIAAEBPIAAIBCIB+AAtICGgAi4AAEBQYAAECTgAAEBRAAAABroB+AAZoAAAAZwAAAAiwAAACYQB9wBGYAAAAhQAAEBQIAAEBSgAAEAnYAAEBDAAAAg==,FhEk0gmohsAACNAAAI0AAJtoAAlwA+4FzBngUUGeBXgaIL2Bows0ABCPgACI/AAIj8AAiPwACJAAAISAAAiQQACJBAAInkABCEQ/AFpENARcAAigwACScAAIogAADXQ/ADNAAAM4AABFgAATCD7gjMAABCgACKBAAIpQAAhOwACIYAABAA==,FhgAAAAGntBG2AAAB5Ek0gooCGwAAACNAAAACNAAAIG2gAAIFwAD7gBcwBngBRQBngBXgBogC9gBowCzQAAQCPgAAICPwAAICPwAAICPwAAICQAAAIBIAAAICQQAAICQQAAICeQAAQCEQD8ABaQENABFwAAICgwAAIEnAAAICiAAAADXQD8AAzQAAAAzgAAABFgAAAEwgD7gCMwAAABCgAAICgQAAIClAAAIBOwAAICGAAABAA==
Descriptor_Deck_Division_SOV_76_VDV_multi,76-YA GV VOZDUSHNO-DESANTNAYA DIV.,PACT,37,Descriptor_Deck_SOV_76_VDV_multi,LPCRPUZJTW,FhLzEaUUYExAAAEEBAAAEE0wAAADZAAAIA1wDP4A1wINEAWQDQUAWQDQUE4wDQUAwIDQYE4oDSUBkYINIBlADQIBlIDQEBmQAAEBmQAAEBlQAAEBlQAAEEwgAAEEwgAAEAL4AAEAL4AAIE5gJy4AcIDSUCVYAAEEwoAAEDyQAAEAtwDQkBpQAAEAzgAAEE1AAAIEKgAAEE5QAAEE04AAEEzAAAEEvQAAADZAAAAg,FhLzGaUUYExAAAEEBAAAEE0wAAADZAAAIA1wDP4A1wINEAWQDQUAWQDQUE4wDQUAwIDQYE4oDSUBkYINIBlADQIBlIDQEBmQAAEBmQAAEBlQAAEBlQAAEEwgAAEEwgAAEAL4AAEAL4AAIE5gJy4AcIDSUCVYAAEEwoAAEDyQAAEAtwDQkBpQAAEAzgAAEE1AAAIEKgAAEE5QAAEE04AAEEzAAAEEvQAAADZAAAAg,FhJmJpRNkxAABQEAAFNMAADZAACDXDP4Ncg0QWQ0FBZDQVOMNBQwI0GTijSUZGg0hlA0CGUjQEZkAARmQABGVAAEZUAAUwgABTCAAEC+AAQL4ACTmJy4HCNJSVYABTCgAE8kAAQtw0JGlAAEM4AAU1AACQqAAFOUAAU04ABTMAAFL0AADZAAAIA=,FhgAAAAGntBG2AAAB5JmJpRRgTEAAAQQEAAAQTTAAAANkAAAgDXAM/gDXAg0QBZANBQBZANBQTjANBQDAgNBgTigNJQGRgg0gGUANAgGUgNAQGZAAAQGZAAAQGVAAAQGVAAAQTCAAAQTCAAAQAvgAAQAvgAAgTmAnLgBwgNJQJVgAAQTCgAAQPJAAAQC3ANCQGlAAAQDOAAAQTUAAAgQqAAAQTlAAAQTTgAAQTMAAAQS9AAAANkAAACA
Descriptor_Deck_Division_SOV_79_Gds_Tank_multi,79-YA GV. TANK. DIV.,PACT,35,Descriptor_Deck_SOV_79_Gds_Tank_multi,YSVBQNJFUH,FhLzEaMUYAzIAAEA0wAAEAUgAAEAUgAAEAUgAAICCYAAICCYAAAA1IAAIAcIDSUAtQH+0AzoAAAAboBq0AKYAAAA0IAAACvYAAEA0YBq0AcAAXUEBIHrUAcAAXUAbQBnwBe4BqwALIAAEBAAAAEBAIAAEBAYAAEELYAAED0gAAEA8YAAEAL4AAEAKoAAEA9gAAAALAAAAAy4AAEDYoAAEBrYBogg,FhLzGaMUYAzIAAEA0wAAEAUgAAEAUgAAEAUgAAICCYAAICCYAAAA1IAAIAcIDSUAtQH+0AzoAAAAboBq0AKYAAAA0IAAACvYAAEA0YBq0AcAAXUEBIHrUAcAAXUAbQBnwBe4BqwALIAAEBAAAAEBAIAAEBAYAAEELYAAED0gAAEA8YAAEAL4AAEAKoAAEA9gAAAALAAAAAy4AAEDYoAAEBrYBogg,FhEs0YmwZkAAhpgACCkAAIKQAAgpAAEQTAARBMAABqQAEDhGkoWo/2hnQAADdDVoFMAABoQAAV7AAIaMNWg4ALqgJPWoOAC6g2gz4L3DVgFkAAiAAACIBAAIgMAAoWwACekAAIeMAAgXwACBVAAIewAAAWAAAGXAAJsUAAjWw0QQ,FhgAAAAGntBG2AAAB5Es0YowBmQAAIBpgAAIApAAAIApAAAIApAAAQEEwAAQEEwAAABqQAAQA4QGkoBagP9oBnQAAAA3QDVoAUwAAABoQAAAFewAAIBowDVoA4AAuoICQPWoA4AAuoA2gDPgC9wDVgAWQAAICAAAAICAQAAICAwAAIIWwAAIHpAAAIB4wAAIAXwAAIAVQAAIB7AAAAAWAAAABlwAAIGxQAAIDWwDRBA=
Descriptor_Deck_Division_RDA_9_Panzer_multi,9. PANZERDIVISION,PACT,36,Descriptor_Deck_RDA_9_Panzer_multi,JLFAWVYJKY,FhLzEaQUYEQwA0IEQwA0AAuYJsAAuYCbgArwA0QBeYB90DbQAAAAagAAADMoAAEEZYAAECCQAAEBIAAAIDLIAAIDLIAAIDLIAAEBPIAAEBPIAAEBPIAAEDLwAAAE2YAAAAvIB9wAi4AAAEH4AAECYQB90AaYAAEBGYAAAAhQAAEDSQAAEBQIAAEBjoAAEBjgAAEBSwAAEBNoAAABroCNQAZwAAADCQAAAg==,FhLzGaQUYEQwA0IEQwA0AAuYJsAAuYCbgArwA0QBeYB90DbQAAAAagAAADMoAAEEZYAAECCQAAEBIAAAIDLIAAIDLIAAIDLIAAEBPIAAEBPIAAEBPIAAEDLwAAAE2YAAAAvIB9wAi4AAAEH4AAECYQB90AaYAAEBGYAAAAhQAAEDSQAAEBQIAAEBjoAAEBjgAAEBSwAAEBNoAAABroCNQAZwAAADCQAAAg==,FhHumkE2RDA0JEMDQAuabAC5ibgK8DRBeYfdNtAAAGoAADMoABRlgAEgkAARIAACMsgAIyyAAjLIABE8gAETyAARPIABMvAABNmAAAvIfcCLgABB+AASYQfdBpgAERmAAAhQABNJAAEUCAARjoABGOAAEUsAARNoAAGuiNQGcAADCQAAIA==,FhgAAAAGntBG2AAAB5HumkFGBEMANCBEMANAALmCbAALmAm4AK8ANEAXmAfdA20AAAAGoAAAAzKAABBGWAABAgkAABASAAACAyyAACAyyAACAyyAABATyAABATyAABATyAABAy8AAABNmAAAALyAfcAIuAAABB+AABAmEAfdAGmAABARmAAAAIUAABA0kAABAUCAABAY6AABAY4AABAUsAABATaAAAAa6AjUAGcAAAAwkAAAIA==
Descriptor_Deck_Division_SOV_94_Gds_Rifle_multi,94-YA GV. MOTOSTRELK. DIV.,PACT,36,Descriptor_Deck_SOV_94_Gds_Rifle_multi,KVFDWIOEXD,FhLzEaQUUAzwAAAHGAAAAAMwAAEDYoAAIBeIEtkA0ABn0C4YGbYAcAJsYAcAJsQAbwBn0EboEtgBhAJsQBe4BnwALAAAAALAAAAALIAAAAU4AAEEVwAAAAL4AAADKIAAAEz4AAIAJ4AAEGLoAAAF+IAAEGLgAAAAtQEnQGL4L8AEX4B7kEeAEnQAUwAAEELYAAAAKYAAAAKgAAEIuIAAEIkwAAEF1YAAAg==,FhLzGaQUUAzwAAAHGAAAAAMwAAEDYoAAIBeIEtkA0ABn0C4YGbYAcAJsYAcAJsQAbwBn0EboEtgBhAJsQBe4BnwALAAAAALAAAAALIAAAAU4AAEEVwAAAAL4AAADKIAAAEz4AAIAJ4AAEGLoAAAF+IAAEGLgAAAAtQEnQGL4L8AEX4B7kEeAEnQAUwAAEELYAAAAKYAAAAKgAAEIuIAAEIkwAAEF1YAAAg==,FhJyRpBNQzwAAcYAAADMAATYoACF4ktkNAGfS4Zm2BwJsYHAmxAbwZ9RuktgYQmxBe4Z8AsAAACwAAALIAABTgAFFcAAAL4AAMogABM+AAgJ4ABYugABfiAAWLgAAC1EnRi+vwEX4e5R4EnQFMAAULYAAApgAACoAAYuIABiTAAFdWAACA==,FhgAAAAGntBG2AAAB5JyRpBRQDPAAAAcYAAAAAzAAAQNigAAgF4gS2QDQAGfQLhgZtgBwAmxgBwAmxABvAGfQRugS2AGEAmxAF7gGfAAsAAAAAsAAAAAsgAAABTgAAQRXAAAAAvgAAAMogAAATPgAAgAngAAQYugAAAX4gAAQYuAAAAC1ASdAYvgvwARfgHuQR4ASdABTAAAQQtgAAAApgAAAAqAAAQi4gAAQiTAAAQXVgAACA==
Descriptor_Deck_Division_WP_Unternehmen_Zentrum_multi,BERLINER GRUPPIERUNG,PACT,39,Descriptor_Deck_WP_Unternehmen_Zentrum_multi,TTRBSAYZQM,FhLzEacUUDbQAAABGgAAABGgAAAAagAAIBCQEtEEOYA0UEOYA0UBCYA0UBBoA0UELoA0UD2YA0UBeYB90BewB90BfoB9wAZoAAAAZwAAAAiwAAEBHwAAEBHwAAEBH4AAEBH4AAEBPQAAEAjIAAEAvIA5gDwQB+EAi4AAEAhQAAEAhQAAEAaYAAEAaYAAEAuAB90BQoAAEBQwAAEBRAAAEAOQAAEEN4AAEDXIAAEEMgAAAAiwAAAg,FhLzGacUUDbQAAABGgAAABGgAAAAagAAIBCQEtEEOYA0UEOYA0UBCYA0UBBoA0UELoA0UD2YA0UBeYB90BewB90BfoB9wAZoAAAAZwAAAAiwAAEBHwAAEBHwAAEBH4AAEBH4AAEBPQAAEAjIAAEAvIA5gDwQB+EAi4AAEAhQAAEAhQAAEAaYAAEAaYAAEAuAB90BQoAAEBQwAAEBRAAAEAOQAAEEN4AAEDXIAAEEMgAAAAiwAAAg,FhGhNOJqbaAAAjQAACNAAADUAAQhIloocwaKhzBoohMGiiDQaKhdBop7MGii8w+6L2D7ov0PuAzQAADOAAARYAAiPgACI+AAIj8AAiPwACJ6AAIRkAAheQcweCD8IRcAAhCgACEKAAINMAAg0wACFwD7ooUAAihgACKIAAIHIAAobwACa5AAKGQAABFgAAQ=,FhgAAAAGntBG2AAAB5GhNOKKBtoAAAAjQAAAAjQAAAANQAAEAhICWiCHMAaKCHMAaKAhMAaKAg0AaKCF0AaKB7MAaKAvMA+6AvYA+6Av0A+4AM0AAAAM4AAAARYAACAj4AACAj4AACAj8AACAj8AACAnoAACARkAACAXkAcwB4IA/CARcAACAQoAACAQoAACANMAACANMAACAXAA+6AoUAACAoYAACAogAACAHIAACCG8AACBrkAACCGQAAAARYAAAQ=
Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi,K.d.A. BEZIRK ERFURT,PACT,37,Descriptor_Deck_RDA_KdA_Bezirk_Erfurt_multi,PSXGGJVXIM,FhLzEaUUQBGgAAAAagAAEANYAAEDbQAAEBBYBNQBBgBNQAuQBNQCEIB9wArwB+ABfoB9wBewB94EHgDSQDwgBNQEDABNUBjgAAEBs4AAEAOAAAEAOYAAEEDIAAABwwAAABlgAAABl4AAAEHoB+ABhIAAEBQYAAEBQ4AAEBjAAAEBiwAAACeQAAAAuAB9wBtoB9wAaQAAAAKQAAAAKwAAAALQAAAALQAAEAjAAAAg,FhLzGaUUQBGgAAAAagAAEANYAAEDbQAAEBBYBNQBBgBNQAuQBNQCEIB9wArwB+ABfoB9wBewB94EHgDSQDwgBNQEDABNUBjgAAEBs4AAEAOAAAEAOYAAEEDIAAABwwAAABlgAAABl4AAAEHoB+ABhIAAEBQYAAEBQ4AAEBjAAAEBiwAAACeQAAAAuAB9wBtoB9wAaQAAAAKQAAAAKwAAAALQAAAALQAAEAjAAAAg,FhF2aUTQRoAAAagABA1gAE20AARBYTUEGBNQLkE1CEIfcCvB+AX6H3BewfeQeDSQ8IE1EDATVGOAAEbOAAQOAABA5gAFAyAABwwAAGWAAAZeAAEHofgGEgAEUGAARQ4ABGMAAEYsAACeQAAC4B9wbaH3AaQAAApAAACsAAALQAAAtAAEIwAACA==,FhgAAAAGntBG2AAAB5F2aUUQBGgAAAAagAAEANYAAEDbQAAEBBYBNQBBgBNQAuQBNQCEIB9wArwB+ABfoB9wBewB94EHgDSQDwgBNQEDABNUBjgAAEBs4AAEAOAAAEAOYAAEEDIAAABwwAAABlgAAABl4AAAEHoB+ABhIAAEBQYAAEBQ4AAEBjAAAEBiwAAACeQAAAAuAB9wBtoB9wAaQAAAAKQAAAAKwAAAALQAAAALQAAEAjAAAAg=
Descriptor_Deck_Division_POL_Korpus_Desantowy_multi,KORPUS DESANTOWY,PACT,37,Descriptor_Deck_POL_Korpus_Desantowy_multi,RUBMFOCSHC,FhLzEaUUQDgQAAAEvwAAED3AAAIDNQAAAC3oGckC54GckDJoAAEJD4AAADJgAAACdoEikC8wF50C8wF54DBIFQYDBQFQYDA4FQYDOAAAED4IIqkDTYAAID3QGcoC3YGcoFjAEiUCrIAAEDToAAEDTgAAED2oAAEDXoAAEDXoAAED5oAAED5AAAED5YAAECgAAAED4AF60EHQAAECf4AAAD3YAAEDRIAAAD3YAAAg,FhLzGaUUQDgQAAAEvwAAED3AAAIDNQAAAC3oGckC54GckDJoAAEJD4AAADJgAAACdoEikC8wF50C8wF54DBIFQYDBQFQYDA4FQYDOAAAED4IIqkDTYAAID3QGcoC3YGcoFjAEiUCrIAAEDToAAEDTgAAED2oAAEDXoAAEDXoAAED5oAAED5AAAED5YAAECgAAAED4AF60EHQAAECf4AAAD3YAAEDRIAAAD3YAAAg,FhHwmlE0OBAABL8AAT3AACM1AAAt6ZyS55nJMmgAGQ+AADJgAAJ2kikvMXnS8xeeMElQYwUVBjA5UGM4AAE+CiqTTYACPdGcot2ZyljBIlKsgAE06AATTgABPagAE16AATXoABPmgAE+QAAT5YABKAAAE+AXrUHQABJ/gAA92AATRIAAPdgAAg==,FhgAAAAGntBG2AAAB5HwmlFEA4EAAABL8AABA9wAACAzUAAAAt6BnJAueBnJAyaAABCQ+AAAAyYAAAAnaBIpAvMBedAvMBeeAwSBUGAwUBUGAwOBUGAzgAABA+CCKpA02AACA90BnKAt2BnKBYwBIlAqyAABA06AABA04AABA9qAABA16AABA16AABA+aAABA+QAABA+WAABAoAAABA+ABetBB0AABAn+AAAA92AABA0SAAAA92AAAI=
